Job_Category,Experience_Level,Job_Completed,Earnings_USD,Hourly_Rate,project complexity
0,0.0,30,3774,46.66,2.0
2,0.0,8,1142,15.87,1.0
5,2.0,136,3121,109.7,3.0
2,1.0,77,2310,17.4,1.0
2,2.0,156,3327,33.58,2.0
1,0.0,60,854,15.21,2.0
4,1.0,82,2827,29.9,2.0
5,2.0,102,7979,56.43,1.0
5,0.0,73,1602,50.67,2.0
5,0.0,13,2934,20.04,3.0
7,1.0,167,3190,49.62,3.0
6,1.0,83,2604,18.13,1.0
5,0.0,28,1074,43.87,3.0
7,2.0,241,13605,73.56,3.0
2,0.0,65,1255,6.12,3.0
2,1.0,120,1239,22.88,2.0
3,2.0,188,2059,25.51,2.0
6,1.0,168,2322,44.99,1.0
3,1.0,95,2575,14.48,3.0
5,2.0,272,6435,87.86,1.0
7,0.0,36,1641,39.03,3.0
7,1.0,146,3635,86.2,3.0
3,2.0,169,1405,8.17,2.0
0,0.0,21,1787,38.02,3.0
2,1.0,78,943,26.54,2.0
0,1.0,155,5124,96.62,5.0
4,2.0,200,5187,37.29,1.0
4,2.0,174,6334,90.45,2.0
6,2.0,151,6051,58.39,2.0
2,1.0,93,1260,25.93,1.0
4,2.0,242,11946,61.7,3.0
7,2.0,187,9797,48.73,3.0
5,2.0,136,10428,42.01,2.0
7,1.0,96,6285,60.76,5.0
2,2.0,193,3871,41.59,1.0
5,2.0,133,5037,40.31,1.0
1,0.0,18,1492,17.35,1.0
6,2.0,279,2651,77.34,1.0
2,0.0,26,189,12.63,3.0
7,2.0,188,15630,122.11,2.0
7,2.0,142,9978,105.72,3.0
3,2.0,185,3553,27.11,2.0
6,0.0,58,1101,12.22,2.0
0,2.0,286,14225,96.48,3.0
5,2.0,256,6067,105.41,3.0
7,1.0,86,3867,42.45,3.0
3,2.0,155,1878,22.74,3.0
4,0.0,10,2546,17.55,2.0
6,1.0,134,991,32.5,1.0
7,2.0,112,9495,68.79,3.0
1,1.0,134,1790,12.99,1.0
4,0.0,60,2033,31.4,1.0
7,0.0,52,3818,58.74,2.0
0,0.0,39,2021,63.32,5.0
1,1.0,87,3518,26.95,2.0
3,1.0,55,2011,11.86,2.0
3,0.0,20,459,6.92,1.0
6,0.0,42,1895,34.45,2.0
5,2.0,218,6113,90.59,3.0
6,0.0,59,1876,39.05,2.0
7,1.0,161,3148,87.97,3.0
1,0.0,53,808,28.55,2.0
0,2.0,244,7735,75.31,3.0
1,1.0,124,3378,11.97,1.0
5,2.0,233,3136,86.87,2.0
7,1.0,154,5393,43.39,2.0
4,0.0,69,2847,29.47,3.0
1,0.0,10,1198,25.66,1.0
7,2.0,201,7212,109.69,3.0
4,0.0,6,1629,30.64,2.0
7,0.0,56,1871,45.32,3.0
5,2.0,204,5357,40.73,3.0
1,1.0,143,1418,30.17,1.0
0,2.0,133,6558,124.77,5.0
3,0.0,28,942,3.75,2.0
5,0.0,21,2878,38.07,2.0
2,0.0,9,310,20.08,2.0
3,2.0,268,2548,23.68,3.0
5,1.0,103,5115,61.24,2.0
0,0.0,70,2732,65.41,2.0
5,1.0,93,3757,25.27,1.0
5,1.0,73,3275,67.85,2.0
0,1.0,105,2864,55.74,3.0
1,0.0,22,776,31.34,1.0
4,1.0,109,4916,67.86,3.0
5,0.0,31,2476,40.14,1.0
0,1.0,94,2328,75.87,5.0
4,1.0,106,2819,27.61,2.0
5,0.0,42,661,36.7,1.0
0,2.0,251,7610,109.45,4.0
6,1.0,151,5184,57.16,3.0
4,0.0,36,3066,28.53,1.0
7,0.0,58,2614,42.44,3.0
6,2.0,173,1692,49.82,3.0
2,0.0,49,887,18.19,2.0
2,0.0,6,751,7.56,2.0
6,1.0,154,1291,15.07,1.0
0,2.0,216,15214,90.49,4.0
1,0.0,35,1207,31.85,1.0
3,0.0,79,743,8.67,3.0
3,2.0,163,2747,7.73,2.0
5,1.0,83,3189,50.37,3.0
6,2.0,120,8525,71.69,3.0
5,2.0,274,11297,95.29,1.0
7,1.0,89,6797,39.76,2.0
4,0.0,24,2043,14.71,3.0
5,1.0,98,1887,39.08,3.0
2,0.0,54,1446,6.24,2.0
4,2.0,169,5481,77.88,3.0
4,1.0,66,4380,49.63,3.0
6,1.0,113,3605,55.14,1.0
6,2.0,207,6506,76.7,3.0
3,0.0,12,817,6.78,2.0
0,2.0,166,6763,64.02,4.0
7,0.0,21,2700,46.37,3.0
7,1.0,138,2959,50.94,4.0
4,1.0,59,1809,39.89,1.0
5,2.0,276,3181,98.58,2.0
1,0.0,22,1135,17.7,3.0
5,0.0,70,1597,50.03,3.0
4,2.0,212,10040,104.19,1.0
0,1.0,97,6220,99.06,5.0
0,0.0,23,1323,53.12,2.0
2,2.0,210,2263,20.89,2.0
1,1.0,87,2244,21.73,1.0
5,2.0,194,9325,30.34,2.0
7,1.0,167,3055,62.56,5.0
3,0.0,41,875,13.81,3.0
2,1.0,155,1346,23.96,3.0
7,1.0,86,5086,60.83,2.0
3,1.0,81,3238,8.37,3.0
5,2.0,254,6626,99.85,3.0
7,1.0,77,2257,36.2,2.0
2,2.0,134,2759,14.21,3.0
3,2.0,179,5317,22.72,1.0
7,2.0,141,9001,50.11,3.0
3,0.0,59,1416,7.79,1.0
2,0.0,58,1001,14.07,3.0
0,0.0,64,3855,50.11,5.0
1,1.0,169,3225,29.45,3.0
5,1.0,109,2314,24.88,1.0
3,2.0,118,1208,20.58,1.0
7,1.0,53,2831,71.69,3.0
5,0.0,30,1176,31.6,1.0
6,1.0,161,986,22.39,1.0
4,1.0,159,3165,60.74,1.0
2,1.0,66,2971,11.95,1.0
6,2.0,223,5785,75.14,3.0
6,1.0,112,2296,46.04,2.0
5,2.0,117,5258,53.51,1.0
2,0.0,57,1235,16.38,2.0
4,0.0,27,2508,28.75,3.0
4,2.0,249,11494,87.46,2.0
1,2.0,166,3846,40.43,1.0
1,0.0,6,1615,20.87,1.0
0,2.0,206,13511,102.6,3.0
4,0.0,45,2094,37.19,1.0
3,0.0,8,1101,7.25,1.0
4,1.0,127,4720,50.36,2.0
1,0.0,49,1707,24.1,1.0
5,1.0,82,3417,21.59,1.0
6,1.0,93,1938,39.06,2.0
2,0.0,66,1000,7.77,2.0
7,0.0,7,1112,28.16,4.0
3,1.0,101,2260,5.71,2.0
2,2.0,239,3078,22.39,3.0
4,0.0,19,933,40.46,2.0
5,1.0,119,2760,64.66,3.0
0,0.0,68,2902,30.84,5.0
2,2.0,132,4702,42.41,1.0
4,2.0,253,11766,86.91,3.0
6,2.0,233,2874,65.41,2.0
3,2.0,220,4858,23.1,2.0
4,0.0,19,976,37.41,1.0
5,1.0,152,6596,47.38,3.0
5,0.0,17,1327,31.3,2.0
2,0.0,74,1928,17.79,2.0
1,1.0,159,1472,21.55,3.0
1,0.0,61,991,28.71,1.0
6,1.0,130,3915,36.77,1.0
4,0.0,14,1093,28.31,3.0
6,0.0,68,869,30.55,3.0
4,0.0,24,614,17.34,2.0
1,2.0,250,7740,58.79,3.0
1,1.0,84,2449,14.15,3.0
7,0.0,6,2838,45.69,4.0
3,0.0,50,1116,6.68,1.0
5,2.0,289,6911,42.1,2.0
4,0.0,62,1939,17.04,2.0
0,1.0,150,8263,44.57,4.0
0,0.0,14,1733,34.76,2.0
3,2.0,280,997,7.89,3.0
2,1.0,126,1553,13.48,2.0
2,1.0,56,1617,12.22,2.0
2,0.0,31,138,15.52,3.0
3,1.0,114,767,10.1,1.0
2,0.0,21,559,14.77,3.0
3,1.0,52,1213,18.25,1.0
3,2.0,118,2754,17.78,2.0
7,0.0,34,3724,56.63,3.0
6,2.0,118,6672,75.65,1.0
7,2.0,167,9288,77.87,2.0
6,0.0,72,2323,23.33,3.0
7,0.0,42,1281,54.65,2.0
4,2.0,133,5222,67.59,1.0
4,1.0,165,2488,56.8,3.0
7,0.0,73,4279,48.82,5.0
0,1.0,62,2818,59.58,2.0
3,1.0,165,647,5.07,3.0
0,1.0,122,4077,56.63,4.0
4,2.0,290,3880,32.3,1.0
6,0.0,18,951,32.2,1.0
2,2.0,169,2930,39.94,2.0
7,0.0,28,2562,45.5,3.0
4,2.0,134,7537,71.12,1.0
1,2.0,112,5356,52.59,2.0
5,1.0,121,1967,50.7,3.0
5,0.0,60,2360,14.73,1.0
5,2.0,215,8695,104.52,2.0
1,1.0,95,766,21.81,2.0
3,1.0,167,1022,17.69,3.0
6,0.0,62,1660,25.0,1.0
5,2.0,102,7083,56.69,1.0
4,2.0,113,8351,58.5,1.0
4,1.0,167,3482,59.86,1.0
2,0.0,13,705,10.17,3.0
2,1.0,171,2748,18.69,2.0
2,2.0,277,2864,17.74,1.0
1,2.0,228,6975,35.48,3.0
2,2.0,234,2961,16.18,2.0
5,1.0,157,4119,25.03,2.0
1,2.0,248,3249,55.96,1.0
2,1.0,113,2990,10.08,2.0
0,1.0,86,6281,90.47,5.0
6,0.0,34,701,13.26,3.0
7,2.0,204,6403,68.98,2.0
4,2.0,234,8871,60.65,1.0
5,0.0,75,2015,48.62,1.0
0,0.0,67,5285,61.69,3.0
3,1.0,160,461,10.23,1.0
1,1.0,108,1899,38.94,2.0
7,0.0,11,2772,30.38,5.0
5,0.0,46,2242,29.88,1.0
4,2.0,202,3171,94.04,2.0
7,2.0,254,9363,126.97,4.0
4,1.0,76,3151,29.36,3.0
0,2.0,137,7299,112.44,3.0
2,0.0,32,727,20.8,2.0
4,1.0,166,2965,54.53,2.0
1,2.0,213,6105,64.34,2.0
4,2.0,150,6218,75.07,1.0
0,2.0,150,8455,127.08,4.0
4,1.0,132,3874,66.62,2.0
1,0.0,11,1015,23.83,2.0
7,1.0,175,5930,80.83,4.0
5,0.0,61,1673,42.05,1.0
0,1.0,175,4256,43.96,3.0
2,0.0,19,160,16.11,1.0
2,0.0,14,362,8.86,2.0
7,0.0,21,3297,23.6,3.0
3,0.0,7,632,5.68,1.0
3,0.0,15,506,13.87,3.0
3,1.0,105,1498,7.16,1.0
2,0.0,14,420,10.72,1.0
5,1.0,54,1702,65.22,1.0
0,1.0,161,4625,71.95,3.0
5,1.0,130,2463,35.73,2.0
4,0.0,5,1882,26.41,1.0
7,0.0,68,1486,37.02,3.0
2,2.0,138,1465,39.29,2.0
2,0.0,57,1320,11.64,1.0
4,0.0,17,1465,43.34,3.0
6,2.0,167,6646,25.54,3.0
1,2.0,298,4892,33.88,3.0
1,0.0,37,257,25.64,3.0
1,0.0,68,147,30.84,3.0
4,1.0,123,2149,35.01,2.0
5,1.0,167,2856,63.58,3.0
0,0.0,49,1739,52.48,3.0
7,1.0,65,4385,59.15,5.0
4,0.0,67,2606,14.66,1.0
4,2.0,162,9285,97.62,3.0
5,1.0,124,5963,39.34,1.0
2,1.0,75,582,27.4,1.0
4,0.0,26,1872,46.27,1.0
5,1.0,116,2222,43.87,3.0
1,1.0,159,1972,30.35,2.0
0,0.0,71,3258,62.44,3.0
1,0.0,27,1693,30.2,1.0
3,1.0,135,2423,5.41,2.0
3,1.0,58,1847,14.28,3.0
2,0.0,32,703,19.59,3.0
2,0.0,38,679,12.31,2.0
1,2.0,210,4722,73.24,2.0
3,1.0,174,2693,14.73,1.0
2,1.0,113,1187,17.0,2.0
2,2.0,176,3237,26.32,3.0
4,2.0,146,9396,84.61,2.0
1,0.0,19,1642,16.62,2.0
0,2.0,122,14847,103.54,2.0
0,0.0,59,4057,35.24,5.0
3,0.0,50,962,9.78,1.0
7,0.0,38,2328,21.32,4.0
0,1.0,155,8404,73.49,4.0
6,0.0,47,1951,39.54,1.0
5,1.0,106,3727,50.17,3.0
3,0.0,50,1074,6.55,1.0
3,1.0,57,609,7.97,1.0
0,2.0,206,14003,144.34,4.0
7,1.0,66,7498,57.57,3.0
4,1.0,72,2958,68.49,3.0
7,2.0,125,9748,108.95,3.0
3,1.0,84,1345,19.46,3.0
0,2.0,167,7738,90.9,5.0
2,2.0,231,2333,13.83,1.0
3,1.0,147,1794,6.73,2.0
2,1.0,177,1950,11.33,3.0
6,2.0,223,7970,57.12,1.0
0,1.0,60,8138,94.48,2.0
2,1.0,62,2014,14.72,3.0
1,2.0,141,4795,33.29,2.0
2,0.0,28,1443,19.12,3.0
0,2.0,158,15382,91.64,5.0
7,1.0,164,3040,40.17,3.0
1,0.0,50,1215,22.86,2.0
7,1.0,134,7479,81.59,2.0
6,2.0,125,5387,64.72,3.0
2,1.0,93,2569,25.51,2.0
4,2.0,273,8330,55.53,1.0
0,0.0,8,3989,69.93,3.0
3,0.0,40,1117,6.84,2.0
0,1.0,151,5587,48.34,2.0
1,0.0,11,1092,32.97,1.0
7,0.0,61,2734,62.67,4.0
2,2.0,191,4978,29.15,1.0
1,2.0,257,3275,39.11,2.0
7,1.0,76,4030,60.29,3.0
2,0.0,58,394,7.45,2.0
0,2.0,261,8512,99.35,2.0
1,0.0,12,968,33.98,3.0
3,2.0,268,1514,29.7,2.0
3,0.0,30,1057,8.83,1.0
6,1.0,172,2015,49.27,1.0
2,1.0,179,2824,28.52,1.0
0,1.0,58,4128,48.97,2.0
1,1.0,107,3119,44.58,3.0
7,0.0,62,3069,42.75,3.0
5,1.0,95,4374,27.06,3.0
2,1.0,60,1791,14.26,3.0
0,1.0,54,4854,80.48,5.0
3,0.0,77,507,13.96,3.0
4,2.0,248,10012,72.34,3.0
5,2.0,207,6547,97.83,2.0
2,1.0,178,855,12.38,2.0
1,1.0,83,3384,30.47,1.0
1,0.0,77,595,14.29,1.0
3,2.0,197,2061,7.68,1.0
1,2.0,107,6432,15.02,3.0
2,2.0,283,5988,34.9,1.0
4,1.0,157,3541,52.27,1.0
4,1.0,51,2760,22.16,3.0
5,2.0,131,7768,94.08,2.0
7,0.0,8,2624,41.64,3.0
0,2.0,100,12753,80.4,5.0
3,0.0,5,176,9.21,2.0
4,1.0,88,4752,46.1,2.0
4,1.0,110,2442,63.88,3.0
4,1.0,82,1476,34.46,3.0
2,0.0,52,691,17.94,1.0
4,0.0,20,1531,43.52,1.0
5,2.0,227,3118,88.24,3.0
6,0.0,21,1363,33.47,3.0
7,0.0,25,3589,60.11,3.0
1,1.0,150,4029,17.07,2.0
2,1.0,76,2247,19.06,2.0
1,1.0,159,817,25.59,3.0
0,2.0,129,7439,67.81,4.0
0,0.0,24,4237,37.47,2.0
0,0.0,47,2659,46.76,5.0
0,1.0,58,3239,69.6,2.0
6,1.0,145,2575,20.03,3.0
0,0.0,41,3116,57.12,2.0
5,2.0,291,12505,88.49,2.0
3,1.0,152,1702,13.96,3.0
6,0.0,71,1408,33.66,2.0
5,0.0,71,1301,48.54,1.0
0,2.0,297,6017,104.63,3.0
4,1.0,86,2317,39.87,1.0
6,2.0,152,4296,31.7,1.0
2,0.0,43,1129,15.63,3.0
5,2.0,147,9378,70.89,3.0
3,1.0,119,1309,11.36,3.0
0,2.0,162,10890,101.88,4.0
4,1.0,128,4362,42.86,1.0
6,1.0,171,3513,17.71,2.0
0,2.0,100,6801,120.22,3.0
3,2.0,186,3984,22.58,3.0
0,1.0,131,6444,55.57,3.0
4,0.0,12,2776,16.11,3.0
6,0.0,25,1193,28.04,3.0
1,0.0,28,334,22.62,2.0
0,0.0,57,3725,32.47,3.0
2,1.0,121,2998,20.76,1.0
5,2.0,127,7535,109.25,3.0
1,1.0,59,1864,35.37,1.0
5,1.0,69,1392,74.43,2.0
4,1.0,161,4158,30.26,1.0
1,1.0,139,1301,21.21,3.0
0,1.0,142,3298,51.92,5.0
0,1.0,78,3431,98.59,3.0
0,0.0,73,4005,62.97,2.0
5,1.0,158,3673,45.97,2.0
2,0.0,62,857,14.94,3.0
4,2.0,210,6145,62.38,2.0
1,2.0,112,6659,65.6,1.0
7,0.0,76,2104,61.48,2.0
2,1.0,76,1628,15.31,3.0
1,0.0,6,1163,21.09,2.0
2,2.0,239,1843,37.48,2.0
2,1.0,134,1346,16.42,1.0
7,2.0,225,12249,98.0,3.0
2,0.0,74,467,16.04,2.0
1,2.0,191,7138,35.31,3.0
7,1.0,101,6105,47.48,5.0
7,1.0,69,4821,64.07,4.0
7,0.0,46,3053,47.32,2.0
5,0.0,29,1496,51.47,1.0
5,1.0,148,1898,29.41,2.0
2,0.0,56,977,13.46,1.0
7,2.0,164,11755,83.8,5.0
3,1.0,73,2019,7.43,2.0
5,0.0,76,2174,20.93,2.0
7,2.0,245,10397,122.74,4.0
4,1.0,112,2406,34.24,3.0
2,1.0,52,3216,28.96,2.0
1,2.0,143,3042,61.53,2.0
0,1.0,84,4202,74.78,3.0
0,2.0,175,6277,69.59,3.0
0,2.0,285,12674,93.92,5.0
6,1.0,100,2370,45.22,1.0
2,1.0,73,3071,15.05,1.0
2,2.0,205,1761,12.52,1.0
1,1.0,57,1269,26.2,3.0
0,2.0,241,10102,77.56,2.0
6,1.0,131,4067,36.5,2.0
7,0.0,54,4023,57.55,4.0
0,0.0,30,4428,60.34,2.0
1,1.0,153,3297,21.57,2.0
1,1.0,79,2083,35.6,2.0
6,0.0,43,1232,32.51,1.0
1,1.0,85,2482,19.66,2.0
0,0.0,69,2416,42.36,3.0
7,0.0,12,2344,48.17,3.0
4,1.0,58,4544,69.76,3.0
7,1.0,152,6466,89.53,3.0
4,1.0,169,3074,57.79,1.0
1,1.0,165,3529,32.28,3.0
1,2.0,165,5727,26.38,1.0
1,0.0,67,1887,8.97,1.0
2,1.0,105,1433,12.41,1.0
4,2.0,100,4003,59.52,2.0
6,1.0,149,4322,29.22,2.0
5,1.0,129,5783,56.78,2.0
7,0.0,27,1243,48.01,5.0
5,1.0,161,5577,24.34,2.0
5,1.0,140,4020,69.12,2.0
7,0.0,59,3617,40.6,4.0
6,1.0,169,1614,51.01,3.0
1,2.0,107,4170,17.81,1.0
2,0.0,17,1901,19.29,1.0
3,2.0,224,3824,29.84,2.0
7,2.0,217,7263,128.71,3.0
1,0.0,25,1977,24.46,2.0
2,0.0,59,1492,19.96,2.0
3,1.0,172,1850,15.56,3.0
0,0.0,6,1822,31.26,2.0
6,0.0,42,1204,27.72,3.0
0,0.0,58,4011,59.52,2.0
6,2.0,168,4663,39.99,3.0
6,0.0,20,2136,27.7,2.0
6,2.0,214,4850,43.02,3.0
5,2.0,162,9359,82.69,3.0
5,0.0,49,1171,40.48,3.0
0,1.0,100,6943,46.7,4.0
6,1.0,121,4983,40.94,3.0
6,0.0,34,736,35.94,1.0
3,1.0,90,2102,10.74,3.0
0,0.0,59,1924,41.04,5.0
7,0.0,70,2850,46.04,4.0
0,0.0,78,2390,59.07,3.0
4,1.0,124,5386,55.38,1.0
5,2.0,141,8765,40.34,1.0
6,0.0,39,370,39.54,1.0
2,0.0,64,1749,12.76,2.0
5,0.0,30,1321,17.59,1.0
2,1.0,148,1931,15.67,2.0
0,2.0,265,6876,99.1,5.0
6,0.0,28,1210,19.7,3.0
5,1.0,109,3346,23.11,1.0
1,1.0,64,3513,41.29,3.0
4,0.0,60,1763,20.96,3.0
2,0.0,75,2105,6.23,2.0
7,1.0,52,2628,53.42,3.0
6,0.0,21,1200,33.68,2.0
1,1.0,146,1090,14.95,1.0
3,1.0,84,2110,19.92,1.0
0,1.0,145,4766,41.93,2.0
7,1.0,132,7593,30.05,4.0
2,1.0,100,2978,16.19,1.0
7,2.0,122,6334,124.02,3.0
0,0.0,38,1604,53.02,5.0
6,1.0,50,2873,59.14,2.0
3,2.0,199,5759,23.94,1.0
1,0.0,10,883,33.41,1.0
2,1.0,74,1490,27.93,1.0
4,0.0,79,907,45.39,1.0
6,1.0,106,3417,21.23,3.0
6,1.0,63,2676,56.04,3.0
1,1.0,84,2697,31.7,2.0
0,2.0,125,10854,148.8,3.0
5,1.0,82,1222,41.05,3.0
5,2.0,133,5482,98.52,2.0
0,1.0,71,5315,64.13,3.0
7,1.0,63,4715,71.39,3.0
2,2.0,123,2119,15.11,3.0
1,0.0,58,1240,15.08,1.0
6,2.0,277,9329,57.32,3.0
1,2.0,180,4800,38.77,1.0
6,2.0,190,5938,50.95,3.0
1,0.0,52,846,7.76,1.0
4,1.0,145,5192,59.55,2.0
6,1.0,57,3141,21.87,2.0
3,1.0,126,966,16.66,2.0
1,2.0,238,2457,48.52,3.0
0,0.0,33,4821,65.23,3.0
1,1.0,82,2171,28.5,3.0
3,1.0,96,1736,6.82,3.0
7,1.0,143,6892,41.09,4.0
2,0.0,75,1244,16.75,3.0
5,2.0,114,5767,98.03,3.0
6,1.0,79,915,31.97,3.0
0,0.0,33,3551,34.85,3.0
1,0.0,58,1905,23.11,3.0
3,1.0,138,2250,5.54,1.0
2,0.0,36,588,7.59,3.0
4,0.0,39,1218,22.27,3.0
5,1.0,142,3866,23.54,3.0
5,0.0,37,1138,15.15,1.0
6,1.0,114,3032,25.3,1.0
2,2.0,147,4338,17.9,2.0
6,2.0,178,3422,43.22,3.0
2,2.0,242,6030,17.06,1.0
0,0.0,49,1149,67.05,4.0
2,2.0,275,6477,23.12,2.0
5,1.0,92,3262,57.33,2.0
0,0.0,69,2009,36.57,3.0
5,1.0,80,1660,21.66,3.0
4,1.0,104,3483,57.33,2.0
6,0.0,9,1177,33.43,3.0
0,1.0,101,4051,77.11,4.0
7,2.0,165,14964,87.85,3.0
6,1.0,103,3792,16.69,2.0
5,1.0,150,1917,56.25,1.0
5,0.0,17,1787,27.38,1.0
5,2.0,163,6231,37.29,1.0
1,1.0,130,2003,42.84,3.0
3,0.0,28,814,8.69,1.0
6,1.0,111,3694,54.09,3.0
2,0.0,53,995,6.54,2.0
1,0.0,60,339,19.89,2.0
5,0.0,22,1840,31.88,1.0
0,0.0,58,4190,37.08,2.0
7,2.0,266,11938,110.97,2.0
7,1.0,142,4501,50.53,5.0
2,2.0,153,5536,30.2,3.0
6,1.0,97,1423,36.88,2.0
5,2.0,287,3418,92.43,2.0
2,0.0,14,1282,6.75,1.0
7,0.0,45,2395,60.02,3.0
5,2.0,110,6008,61.4,2.0
0,1.0,108,6655,87.9,5.0
4,2.0,165,6597,64.86,3.0
6,2.0,268,11085,39.46,3.0
5,1.0,148,4639,57.18,1.0
6,2.0,152,2803,26.38,3.0
6,1.0,52,1027,21.62,2.0
1,0.0,79,1280,25.21,1.0
5,0.0,47,1739,39.92,3.0
1,0.0,63,1178,18.09,1.0
2,1.0,62,1569,17.05,1.0
1,0.0,14,1925,24.34,2.0
3,1.0,77,886,13.34,2.0
0,0.0,15,2120,61.55,3.0
3,0.0,57,1963,3.65,3.0
6,2.0,133,5705,71.75,1.0
4,1.0,73,1769,56.29,1.0
5,2.0,148,4094,75.84,1.0
6,2.0,182,5216,89.58,2.0
4,1.0,117,6022,60.48,3.0
1,2.0,268,5974,70.36,1.0
1,2.0,266,6559,67.87,2.0
7,2.0,255,12679,134.37,5.0
2,2.0,173,2860,35.33,2.0
1,0.0,36,1726,17.89,3.0
2,2.0,248,4497,23.73,1.0
1,2.0,167,5699,55.92,2.0
4,1.0,72,3951,22.73,1.0
4,1.0,118,5489,35.63,2.0
2,2.0,146,4090,36.6,1.0
2,1.0,109,1479,20.84,1.0
4,0.0,27,2144,39.92,2.0
6,0.0,28,1653,21.71,1.0
1,2.0,121,5240,51.15,1.0
2,1.0,77,636,19.85,3.0
7,2.0,101,11103,56.93,3.0
4,0.0,74,1569,38.17,3.0
2,1.0,92,3344,12.64,1.0
4,0.0,37,1482,45.38,3.0
1,2.0,177,2142,23.12,3.0
6,0.0,65,793,10.66,3.0
6,0.0,42,837,36.23,1.0
2,1.0,58,995,13.11,1.0
6,2.0,279,9295,65.11,1.0
0,0.0,56,4414,64.87,3.0
2,0.0,31,1591,15.87,2.0
2,0.0,35,1991,18.04,3.0
2,0.0,47,904,10.89,3.0
7,2.0,105,9291,119.56,3.0
7,2.0,296,5981,67.23,3.0
3,0.0,57,616,11.34,2.0
3,1.0,104,1445,6.48,1.0
3,0.0,77,356,9.4,3.0
6,0.0,32,2675,34.96,2.0
3,2.0,275,3025,28.43,1.0
5,1.0,82,2057,69.8,3.0
2,1.0,156,1619,29.11,1.0
7,1.0,168,5759,39.64,3.0
6,1.0,91,3263,18.78,3.0
5,2.0,193,9568,83.02,1.0
5,2.0,261,7748,65.66,2.0
4,2.0,284,4891,99.08,1.0
4,2.0,245,8105,89.28,1.0
4,1.0,94,3141,27.24,2.0
4,1.0,158,5309,69.44,3.0
1,1.0,93,1320,27.04,2.0
1,0.0,61,606,11.25,2.0
5,0.0,66,1590,37.29,3.0
7,0.0,9,1764,27.43,3.0
1,0.0,66,1472,27.14,1.0
2,0.0,24,709,7.55,3.0
5,0.0,64,1184,44.22,1.0
1,2.0,232,5354,74.09,2.0
4,2.0,284,8791,49.58,2.0
0,0.0,68,1636,37.52,3.0
2,0.0,67,679,9.72,1.0
7,1.0,77,6073,80.19,4.0
6,0.0,63,2190,39.76,3.0
7,2.0,240,15672,105.0,3.0
2,2.0,231,6241,42.88,2.0
2,1.0,94,1284,12.89,3.0
5,2.0,240,8758,43.81,2.0
2,0.0,30,1873,19.27,1.0
1,0.0,63,1615,28.94,1.0
1,2.0,131,3557,37.93,2.0
0,0.0,76,3050,60.55,2.0
7,1.0,101,2551,33.48,2.0
2,0.0,6,564,12.68,2.0
2,1.0,87,1119,26.06,1.0
6,2.0,273,3626,38.91,2.0
5,2.0,256,6981,37.28,3.0
6,2.0,239,1726,69.44,3.0
6,2.0,119,5294,85.87,2.0
4,2.0,225,4915,103.31,3.0
2,1.0,74,930,8.19,3.0
0,1.0,168,3743,87.8,4.0
2,0.0,34,2106,9.0,2.0
1,2.0,194,5355,38.63,1.0
3,2.0,155,4597,9.02,2.0
1,2.0,293,6969,53.43,2.0
4,0.0,52,1877,18.91,2.0
6,2.0,185,6349,78.09,2.0
1,0.0,72,1554,29.56,3.0
7,0.0,18,1997,38.26,3.0
0,2.0,210,12864,124.47,3.0
2,0.0,61,1323,18.24,3.0
3,2.0,114,2422,27.01,1.0
3,0.0,38,1014,9.32,3.0
6,2.0,273,8509,53.24,3.0
7,2.0,214,9560,55.58,5.0
1,0.0,33,963,30.64,1.0
7,2.0,266,6852,102.87,4.0
7,0.0,67,1562,24.15,4.0
4,0.0,49,1410,17.34,2.0
5,2.0,173,8244,54.64,3.0
5,2.0,244,4201,98.22,3.0
2,2.0,261,5546,13.3,2.0
5,1.0,81,4632,34.57,1.0
3,1.0,62,1905,10.25,2.0
5,1.0,92,2701,31.43,1.0
5,1.0,170,4066,74.56,1.0
6,1.0,84,2780,26.87,3.0
3,2.0,121,2108,19.33,3.0
2,0.0,51,1246,12.47,1.0
5,2.0,208,7462,85.84,1.0
7,0.0,40,3439,62.04,4.0
1,1.0,179,2226,30.53,3.0
6,2.0,227,4921,44.46,2.0
4,0.0,31,1259,17.04,1.0
3,2.0,202,2026,20.54,2.0
0,0.0,61,4216,33.96,2.0
5,0.0,5,841,32.21,2.0
0,2.0,129,12575,121.11,3.0
1,0.0,13,2115,24.51,1.0
4,2.0,178,8390,54.43,2.0
1,1.0,104,1785,42.83,3.0
1,2.0,178,2087,49.3,1.0
5,2.0,162,4710,41.99,2.0
4,1.0,117,5654,56.1,1.0
2,0.0,55,1319,13.12,3.0
0,1.0,134,7749,97.29,3.0
3,1.0,146,2969,15.79,2.0
5,0.0,56,1710,22.36,3.0
1,1.0,144,1266,37.63,1.0
7,2.0,294,14226,119.35,3.0
3,2.0,105,1110,7.68,1.0
0,0.0,24,1956,41.04,3.0
4,0.0,7,1921,34.84,2.0
6,0.0,41,1176,26.43,3.0
2,1.0,93,2198,12.75,2.0
5,2.0,150,6068,81.28,1.0
6,2.0,246,1948,25.76,1.0
7,0.0,29,2427,22.26,3.0
7,2.0,151,4478,129.04,5.0
1,0.0,38,595,20.79,2.0
6,0.0,65,1367,37.83,1.0
7,1.0,100,3317,75.56,5.0
6,0.0,64,876,35.58,2.0
0,2.0,267,16120,127.24,5.0
2,2.0,203,2544,23.14,2.0
